Format Version,1.23,Take Name,Imu data1,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2024-10-23 10.49.27.971 AM,Total Frames in Take,3036,Total Exported Frames,3036,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
434,4.340000,-0.003811,-0.350575,0.006383,-0.936505,-0.323412,0.668354,0.371915,0.000218,-0.322409,0.669881,0.352463,0.909158,-0.325890,0.670049,0.386577,0.962519,-0.339557,0.670216,0.370794,0.976327,-0.305792,0.663270,0.377825,0.896414,0.521119,0.003503,-0.019865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322165,0.669853,0.352728,-0.325928,0.670167,0.386669,-0.339566,0.670121,0.370800,-0.305990,0.663274,0.377462
435,4.350000,-0.003784,-0.350600,0.006520,-0.936495,-0.323410,0.668354,0.371916,0.000220,-0.322408,0.669878,0.352463,0.909565,-0.325887,0.670051,0.386578,0.961328,-0.339555,0.670220,0.370796,0.976097,-0.305791,0.663266,0.377826,0.896507,0.521119,0.003511,-0.019874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322160,0.669851,0.352731,-0.325926,0.670175,0.386674,-0.339566,0.670122,0.370801,-0.305989,0.663269,0.377457
436,4.360000,-0.003960,-0.350569,0.006295,-0.936507,-0.323411,0.668347,0.371913,0.000219,-0.322408,0.669881,0.352461,0.908513,-0.325889,0.670037,0.386576,0.959769,-0.339556,0.670209,0.370793,0.975222,-0.305790,0.663262,0.377822,0.895294,0.521131,0.003501,-0.019862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322163,0.669851,0.352730,-0.325923,0.670151,0.386666,-0.339564,0.670116,0.370798,-0.305992,0.663270,0.377459
437,4.370000,-0.003939,-0.350515,0.006295,-0.936528,-0.323414,0.668348,0.371917,0.000219,-0.322409,0.669881,0.352465,0.909017,-0.325894,0.670038,0.386579,0.962654,-0.339559,0.670209,0.370795,0.976757,-0.305794,0.663263,0.377828,0.896044,0.521129,0.003491,-0.019876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322168,0.669852,0.352735,-0.325932,0.670154,0.386664,-0.339565,0.670115,0.370801,-0.305992,0.663269,0.377468
438,4.380000,-0.003755,-0.350603,0.006434,-0.936494,-0.323417,0.668354,0.371918,0.000218,-0.322415,0.669878,0.352465,0.909481,-0.325894,0.670051,0.386580,0.960715,-0.339562,0.670217,0.370798,0.975088,-0.305796,0.663269,0.377828,0.896149,0.521132,0.003496,-0.019870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322170,0.669852,0.352730,-0.325930,0.670173,0.386672,-0.339571,0.670118,0.370804,-0.305997,0.663272,0.377464
439,4.390000,-0.003706,-0.350627,0.006427,-0.936486,-0.323412,0.668353,0.371920,0.000220,-0.322412,0.669876,0.352467,0.909128,-0.325889,0.670051,0.386582,0.960346,-0.339558,0.670215,0.370801,0.974746,-0.305791,0.663270,0.377829,0.895323,,,,0.112903,0.571471,0.120224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322166,0.669850,0.352734,-0.325927,0.670175,0.386674,-0.339562,0.670114,0.370808,-0.305995,0.663272,0.377464
440,4.400000,-0.003784,-0.350618,0.006443,-0.936489,-0.323414,0.668353,0.371919,0.000218,-0.322413,0.669879,0.352467,0.909444,-0.325891,0.670050,0.386582,0.959790,-0.339559,0.670217,0.370800,0.975578,-0.305794,0.663268,0.377829,0.895301,0.521138,0.003508,-0.019877,0.112907,0.571484,0.120234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322166,0.669851,0.352730,-0.325931,0.670171,0.386680,-0.339566,0.670120,0.370807,-0.305994,0.663272,0.377461
441,4.410000,-0.003768,-0.350637,0.006475,-0.936481,-0.323413,0.668354,0.371916,0.000217,-0.322412,0.669878,0.352463,0.909332,-0.325889,0.670051,0.386578,0.961341,-0.339558,0.670218,0.370797,0.975349,-0.305792,0.663268,0.377825,0.896502,0.521129,0.003495,-0.019868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322167,0.669852,0.352729,-0.325927,0.670172,0.386666,-0.339566,0.670120,0.370807,-0.305991,0.663271,0.377462
442,4.420000,-0.003671,-0.350573,0.006469,-0.936506,-0.323415,0.668358,0.371915,0.000219,-0.322412,0.669879,0.352462,0.908874,-0.325893,0.670058,0.386577,0.960528,-0.339560,0.670221,0.370793,0.975162,-0.305794,0.663275,0.377827,0.895690,0.521129,0.003514,-0.019869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322165,0.669853,0.352729,-0.325928,0.670180,0.386670,-0.339570,0.670123,0.370798,-0.305995,0.663278,0.377461
443,4.430000,-0.003852,-0.350615,0.006402,-0.936490,-0.323412,0.668352,0.371909,0.000215,-0.322411,0.669881,0.352457,0.909164,-0.325889,0.670046,0.386572,0.963371,-0.339557,0.670216,0.370790,0.976396,-0.305792,0.663266,0.377818,0.896648,0.521126,0.003488,-0.019865,0.112906,0.571462,0.120230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322164,0.669851,0.352722,-0.325924,0.670161,0.386656,-0.339567,0.670123,0.370802,-0.305993,0.663274,0.377457
444,4.440000,-0.003620,-0.350592,0.006425,-0.936499,-0.323413,0.668359,0.371906,0.000219,-0.322411,0.669878,0.352453,0.909192,-0.325891,0.670059,0.386568,0.960007,-0.339558,0.670219,0.370785,0.974843,-0.305792,0.663277,0.377818,0.895447,0.521130,0.003502,-0.019869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322164,0.669853,0.352719,-0.325927,0.670182,0.386663,-0.339566,0.670119,0.370791,-0.305994,0.663280,0.377452
445,4.450000,-0.003753,-0.350582,0.006448,-0.936502,-0.323412,0.668359,0.371909,0.000218,-0.322410,0.669883,0.352456,0.908984,-0.325890,0.670056,0.386571,0.960607,-0.339557,0.670222,0.370788,0.974932,-0.305792,0.663274,0.377820,0.896260,0.521126,0.003510,-0.019871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322163,0.669857,0.352723,-0.325927,0.670180,0.386661,-0.339569,0.670123,0.370795,-0.305990,0.663276,0.377455
446,4.460000,-0.003869,-0.350587,0.006373,-0.936500,-0.323412,0.668354,0.371905,0.000219,-0.322409,0.669883,0.352453,0.908868,-0.325890,0.670047,0.386568,0.961999,-0.339557,0.670217,0.370785,0.976471,-0.305791,0.663268,0.377815,0.896193,0.521122,0.003508,-0.019875,0.112909,0.571469,0.120208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322165,0.669854,0.352722,-0.325926,0.670163,0.386659,-0.339566,0.670123,0.370790,-0.305990,0.663275,0.377450
447,4.470000,-0.003670,-0.350562,0.006457,-0.936510,-0.323413,0.668361,0.371908,0.000219,-0.322409,0.669882,0.352455,0.909250,-0.325891,0.670061,0.386570,0.960881,-0.339558,0.670224,0.370786,0.975543,-0.305792,0.663278,0.377821,0.895647,0.521110,0.003499,-0.019857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322164,0.669855,0.352722,-0.325926,0.670181,0.386663,-0.339565,0.670126,0.370792,-0.305995,0.663283,0.377456
448,4.480000,-0.003693,-0.350573,0.006438,-0.936506,-0.323406,0.668360,0.371910,0.000217,-0.322403,0.669882,0.352458,0.909392,-0.325885,0.670058,0.386572,0.960881,-0.339552,0.670222,0.370789,0.975623,-0.305786,0.663276,0.377822,0.896186,0.521129,0.003506,-0.019856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322157,0.669854,0.352722,-0.325923,0.670179,0.386664,-0.339561,0.670125,0.370797,-0.305985,0.663280,0.377457
449,4.490000,-0.003654,-0.350576,0.006425,-0.936505,-0.323402,0.668359,0.371912,0.000219,-0.322399,0.669880,0.352460,0.908514,-0.325880,0.670058,0.386574,0.960797,-0.339547,0.670220,0.370791,0.975187,-0.305781,0.663277,0.377824,0.895697,,,,0.112912,0.571476,0.120219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322152,0.669853,0.352729,-0.325919,0.670181,0.386664,-0.339556,0.670122,0.370799,-0.305981,0.663279,0.377458
450,4.500000,-0.003679,-0.350602,0.006401,-0.936496,-0.323401,0.668358,0.371919,0.000218,-0.322399,0.669880,0.352466,0.908800,-0.325879,0.670056,0.386581,0.960798,-0.339546,0.670219,0.370799,0.974971,-0.305780,0.663276,0.377830,0.895890,0.521129,0.003514,-0.019875,0.112913,0.571469,0.120216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322151,0.669854,0.352733,-0.325916,0.670179,0.386671,-0.339557,0.670120,0.370808,-0.305980,0.663278,0.377464
451,4.510000,-0.003633,-0.350517,0.006480,-0.936527,-0.323399,0.668354,0.371923,0.000220,-0.322394,0.669874,0.352470,0.908800,-0.325879,0.670055,0.386584,0.960798,-0.339544,0.670217,0.370800,0.974971,-0.305779,0.663271,0.377838,0.895890,0.521129,0.003504,-0.019868,0.112916,0.571480,0.120230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322149,0.669847,0.352738,-0.325915,0.670178,0.386682,-0.339554,0.670118,0.370801,-0.305978,0.663273,0.377471
452,4.520000,-0.003779,-0.350570,0.006289,-0.936508,-0.323397,0.668351,0.371926,0.000216,-0.322394,0.669878,0.352474,0.909106,-0.325875,0.670045,0.386589,0.959584,-0.339542,0.670210,0.370806,0.975129,-0.305775,0.663270,0.377837,0.895785,,,,0.112919,0.571474,0.120247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322150,0.669849,0.352739,-0.325912,0.670159,0.386675,-0.339549,0.670117,0.370815,-0.305975,0.663278,0.377477
453,4.530000,-0.003824,-0.350557,0.006337,-0.936512,-0.323397,0.668353,0.371927,0.000216,-0.322394,0.669882,0.352475,0.909739,-0.325876,0.670047,0.386590,0.963048,-0.339542,0.670215,0.370806,0.976657,-0.305776,0.663270,0.377838,0.896903,0.521121,0.003500,-0.019864,0.112922,0.571460,0.120228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322149,0.669854,0.352742,-0.325914,0.670164,0.386675,-0.339552,0.670120,0.370815,-0.305973,0.663275,0.377477
454,4.540000,-0.003717,-0.350557,0.006485,-0.936511,-0.323398,0.668355,0.371932,0.000220,-0.322395,0.669877,0.352480,0.909359,-0.325877,0.670053,0.386594,0.962509,-0.339543,0.670219,0.370811,0.976245,-0.305779,0.663270,0.377845,0.897170,,,,0.112921,0.571467,0.120239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322150,0.669850,0.352747,-0.325912,0.670175,0.386690,-0.339554,0.670121,0.370812,-0.305978,0.663273,0.377480
455,4.550000,-0.003675,-0.350539,0.006457,-0.936519,-0.323399,0.668352,0.371931,0.000217,-0.322395,0.669873,0.352479,0.909200,-0.325879,0.670051,0.386593,0.960438,-0.339544,0.670215,0.370809,0.975451,-0.305779,0.663269,0.377845,0.896098,0.521125,0.003510,-0.019861,0.112926,0.571471,0.120234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322146,0.669846,0.352744,-0.325920,0.670174,0.386685,-0.339553,0.670116,0.370820,-0.305977,0.663271,0.377478
456,4.560000,-0.003673,-0.350617,0.006469,-0.936489,-0.323397,0.668353,0.371933,0.000219,-0.322396,0.669874,0.352480,0.908931,-0.325874,0.670053,0.386595,0.960326,-0.339543,0.670216,0.370813,0.975124,-0.305777,0.663269,0.377843,0.895734,0.521116,0.003492,-0.019863,0.112914,0.571473,0.120247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322152,0.669848,0.352747,-0.325910,0.670176,0.386690,-0.339552,0.670116,0.370817,-0.305977,0.663271,0.377479
457,4.570000,-0.003687,-0.350605,0.006373,-0.936495,-0.323399,0.668354,0.371929,0.000219,-0.322398,0.669877,0.352476,0.909324,-0.325877,0.670052,0.386591,0.960163,-0.339545,0.670215,0.370808,0.974991,-0.305778,0.663273,0.377839,0.896045,0.521122,0.003508,-0.019855,0.112913,0.571466,0.120238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322154,0.669850,0.352742,-0.325915,0.670172,0.386684,-0.339552,0.670118,0.370813,-0.305977,0.663277,0.377475
458,4.580000,-0.003880,-0.350601,0.006354,-0.936495,-0.323402,0.668352,0.371924,0.000217,-0.322400,0.669882,0.352472,0.909592,-0.325880,0.670044,0.386587,0.960816,-0.339547,0.670214,0.370804,0.975793,-0.305781,0.663266,0.377833,0.896314,0.521129,0.003519,-0.019874,0.112910,0.571453,0.120229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322156,0.669853,0.352738,-0.325917,0.670161,0.386673,-0.339554,0.670120,0.370814,-0.305981,0.663273,0.377471
459,4.590000,-0.003679,-0.350560,0.006492,-0.936511,-0.323406,0.668355,0.371925,0.000218,-0.322402,0.669876,0.352473,0.909371,-0.325884,0.670055,0.386587,0.962519,-0.339551,0.670219,0.370804,0.976241,-0.305786,0.663271,0.377838,0.896637,0.521127,0.003509,-0.019868,0.112904,0.571470,0.120235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322154,0.669849,0.352739,-0.325924,0.670177,0.386680,-0.339560,0.670121,0.370812,-0.305984,0.663273,0.377471
460,4.600000,-0.003861,-0.350597,0.006360,-0.936497,-0.323405,0.668353,0.371920,0.000218,-0.322403,0.669883,0.352467,0.908887,-0.325883,0.670046,0.386582,0.960207,-0.339550,0.670216,0.370800,0.975297,-0.305784,0.663268,0.377829,0.895683,0.521121,0.003505,-0.019857,0.112905,0.571465,0.120234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322160,0.669853,0.352735,-0.325917,0.670161,0.386669,-0.339559,0.670123,0.370806,-0.305985,0.663276,0.377467
461,4.610000,-0.003651,-0.350630,0.006476,-0.936484,-0.323406,0.668361,0.371917,0.000219,-0.322405,0.669881,0.352465,0.909222,-0.325882,0.670062,0.386579,0.963016,-0.339551,0.670224,0.370798,0.976652,-0.305785,0.663278,0.377828,0.896645,0.521135,0.003497,-0.019876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322159,0.669855,0.352731,-0.325919,0.670183,0.386670,-0.339559,0.670125,0.370806,-0.305987,0.663281,0.377463
462,4.620000,-0.003809,-0.350567,0.006313,-0.936509,-0.323405,0.668354,0.371911,0.000217,-0.322402,0.669882,0.352459,0.908997,-0.325884,0.670048,0.386574,0.960986,-0.339550,0.670214,0.370790,0.975153,-0.305784,0.663272,0.377822,0.895724,0.521119,0.003502,-0.019859,0.112900,0.571471,0.120228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322160,0.669853,0.352726,-0.325918,0.670162,0.386658,-0.339558,0.670121,0.370797,-0.305985,0.663279,0.377463
463,4.630000,-0.003601,-0.350609,0.006424,-0.936493,-0.323407,0.668361,0.371917,0.000219,-0.322406,0.669880,0.352464,0.908810,-0.325884,0.670062,0.386579,0.960203,-0.339552,0.670222,0.370797,0.974925,-0.305786,0.663281,0.377828,0.895109,,,,0.112904,0.571473,0.120220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322158,0.669854,0.352731,-0.325920,0.670185,0.386673,-0.339561,0.670122,0.370803,-0.305989,0.663284,0.377461
464,4.640000,-0.003760,-0.350601,0.006411,-0.936495,-0.323404,0.668359,0.371915,0.000218,-0.322402,0.669884,0.352463,0.908967,-0.325882,0.670055,0.386578,0.962537,-0.339549,0.670221,0.370795,0.976189,-0.305783,0.663275,0.377825,0.896661,0.521122,0.003503,-0.019867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322158,0.669855,0.352732,-0.325915,0.670172,0.386665,-0.339560,0.670127,0.370801,-0.305983,0.663281,0.377464
465,4.650000,-0.003682,-0.350638,0.006479,-0.936481,-0.323403,0.668365,0.371916,0.000220,-0.322403,0.669886,0.352463,0.909012,-0.325879,0.670064,0.386578,0.960537,-0.339548,0.670228,0.370797,0.975320,-0.305782,0.663280,0.377825,0.895503,0.521119,0.003510,-0.019874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322157,0.669859,0.352730,-0.325914,0.670185,0.386673,-0.339557,0.670130,0.370801,-0.305984,0.663284,0.377459
466,4.660000,-0.003769,-0.350657,0.006355,-0.936475,-0.323401,0.668361,0.371912,0.000219,-0.322402,0.669887,0.352459,0.908403,-0.325877,0.670056,0.386574,0.962929,-0.339546,0.670221,0.370794,0.976174,-0.305779,0.663278,0.377819,0.896188,0.521131,0.003508,-0.019875,0.112908,0.571477,0.120205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322156,0.669858,0.352729,-0.325912,0.670173,0.386658,-0.339555,0.670127,0.370802,-0.305980,0.663284,0.377456
467,4.670000,-0.003607,-0.350616,0.006414,-0.936490,-0.323399,0.668362,0.371918,0.000221,-0.322398,0.669881,0.352465,0.909079,-0.325876,0.670062,0.386580,0.960363,-0.339544,0.670222,0.370798,0.974865,-0.305777,0.663282,0.377829,0.895886,0.521127,0.003514,-0.019867,0.112910,0.571478,0.120207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322154,0.669856,0.352734,-0.325913,0.670186,0.386671,-0.339550,0.670122,0.370803,-0.305977,0.663283,0.377463
468,4.680000,-0.003732,-0.350606,0.006356,-0.936494,-0.323395,0.668362,0.371925,0.000219,-0.322394,0.669887,0.352473,0.908614,-0.325873,0.670058,0.386588,0.961197,-0.339541,0.670223,0.370806,0.975798,-0.305774,0.663280,0.377835,0.896096,0.521125,0.003502,-0.019856,0.112906,0.571473,0.120228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322147,0.669859,0.352741,-0.325913,0.670179,0.386677,-0.339550,0.670127,0.370814,-0.305970,0.663284,0.377469
469,4.690000,-0.003621,-0.350614,0.006429,-0.936491,-0.323389,0.668360,0.371932,0.000220,-0.322388,0.669879,0.352479,0.908423,-0.325866,0.670060,0.386594,0.960532,-0.339534,0.670221,0.370812,0.974923,-0.305768,0.663279,0.377843,0.895297,0.521123,0.003505,-0.019860,0.112908,0.571475,0.120246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322140,0.669853,0.352747,-0.325903,0.670183,0.386685,-0.339543,0.670121,0.370819,-0.305969,0.663281,0.377476
470,4.700000,-0.003716,-0.350655,0.006350,-0.936476,-0.323385,0.668359,0.371940,0.000219,-0.322386,0.669884,0.352488,0.908312,-0.325861,0.670056,0.386603,0.960385,-0.339531,0.670219,0.370822,0.975063,-0.305763,0.663278,0.377848,0.895288,0.521117,0.003502,-0.019850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322136,0.669857,0.352755,-0.325899,0.670179,0.386695,-0.339542,0.670121,0.370830,-0.305963,0.663281,0.377480
471,4.710000,-0.003700,-0.350652,0.006392,-0.936477,-0.323384,0.668357,0.371941,0.000222,-0.322384,0.669880,0.352488,0.907797,-0.325860,0.670055,0.386603,0.960205,-0.339530,0.670218,0.370822,0.974796,-0.305762,0.663275,0.377849,0.895055,0.521128,0.003502,-0.019867,0.112914,0.571468,0.120228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322136,0.669854,0.352760,-0.325899,0.670179,0.386694,-0.339539,0.670118,0.370829,-0.305962,0.663277,0.377480
472,4.720000,-0.003648,-0.350628,0.006463,-0.936486,-0.323386,0.668359,0.371944,0.000218,-0.322386,0.669879,0.352491,0.908702,-0.325863,0.670059,0.386606,0.960216,-0.339532,0.670221,0.370824,0.975096,-0.305765,0.663276,0.377854,0.896068,0.521125,0.003511,-0.019871,0.112914,0.571466,0.120226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322138,0.669853,0.352758,-0.325902,0.670182,0.386699,-0.339544,0.670123,0.370831,-0.305962,0.663277,0.377488
473,4.730000,-0.003650,-0.350641,0.006392,-0.936481,-0.323390,0.668359,0.371943,0.000220,-0.322390,0.669880,0.352491,0.908362,-0.325867,0.670057,0.386606,0.960456,-0.339536,0.670219,0.370824,0.975208,-0.305768,0.663278,0.377853,0.895409,0.521128,0.003499,-0.019870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322142,0.669853,0.352759,-0.325903,0.670180,0.386699,-0.339547,0.670121,0.370830,-0.305968,0.663281,0.377485
474,4.740000,-0.003673,-0.350606,0.006427,-0.936494,-0.323390,0.668357,0.371942,0.000221,-0.322388,0.669878,0.352489,0.908872,-0.325867,0.670056,0.386604,0.960183,-0.339535,0.670219,0.370822,0.975321,-0.305769,0.663274,0.377852,0.895840,0.521115,0.003508,-0.019861,0.112912,0.571469,0.120222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322144,0.669852,0.352758,-0.325905,0.670178,0.386698,-0.339543,0.670120,0.370825,-0.305967,0.663277,0.377486
475,4.750000,-0.003657,-0.350604,0.006448,-0.936494,-0.323392,0.668357,0.371940,0.000218,-0.322390,0.669878,0.352487,0.908872,-0.325869,0.670057,0.386602,0.960183,-0.339537,0.670220,0.370820,0.975321,-0.305771,0.663275,0.377851,0.895840,0.521121,0.003492,-0.019845,0.112908,0.571465,0.120239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322145,0.669852,0.352753,-0.325905,0.670180,0.386696,-0.339547,0.670120,0.370825,-0.305970,0.663277,0.377487
476,4.760000,-0.003608,-0.350563,0.006423,-0.936510,-0.323395,0.668358,0.371935,0.000219,-0.322392,0.669877,0.352483,0.909331,-0.325874,0.670058,0.386597,0.960290,-0.339540,0.670218,0.370813,0.975036,-0.305774,0.663277,0.377848,0.896185,0.521126,0.003492,-0.019869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322144,0.669851,0.352748,-0.325911,0.670181,0.386692,-0.339550,0.670119,0.370820,-0.305976,0.663279,0.377481
477,4.770000,-0.003637,-0.350594,0.006445,-0.936498,-0.323399,0.668360,0.371930,0.000220,-0.322397,0.669879,0.352477,0.908885,-0.325877,0.670060,0.386592,0.960013,-0.339544,0.670221,0.370809,0.974955,-0.305778,0.663278,0.377841,0.895320,0.521126,0.003502,-0.019867,0.112912,0.571470,0.120234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322152,0.669851,0.352743,-0.325915,0.670180,0.386692,-0.339554,0.670125,0.370811,-0.305975,0.663281,0.377474
478,4.780000,-0.003679,-0.350637,0.006475,-0.936482,-0.323395,0.668357,0.371935,0.000215,-0.322395,0.669878,0.352482,0.909277,-0.325871,0.670057,0.386597,0.959649,-0.339540,0.670220,0.370816,0.975895,-0.305774,0.663273,0.377845,0.895679,,,,0.112913,0.571463,0.120234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322148,0.669854,0.352746,-0.325911,0.670181,0.386685,-0.339551,0.670121,0.370827,-0.305970,0.663274,0.377481
479,4.790000,-0.003704,-0.350589,0.006334,-0.936501,-0.323387,0.668352,0.371939,0.000219,-0.322385,0.669876,0.352486,0.909358,-0.325865,0.670049,0.386601,0.960561,-0.339532,0.670212,0.370818,0.974755,-0.305765,0.663272,0.377849,0.896766,0.521125,0.003498,-0.019866,0.112911,0.571465,0.120246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322139,0.669849,0.352752,-0.325903,0.670170,0.386696,-0.339542,0.670115,0.370823,-0.305964,0.663275,0.377483
